personid,income,female,education,experience,migrant,homeowner,black,hispanic,asian,unemployed,married,age,part_time
10336,13406,0,10,26,0,1,0,0,0,1,1,46,0
10337,20461,1,7,23,0,1,0,1,0,0,1,38,1
10338,6696,0,8,21,0,0,0,1,0,1,1,35,0
10339,37267,1,9,37,0,1,0,0,0,0,1,53,0
10340,27685,1,16,9,0,1,0,0,0,0,0,35,1
10341,34529,1,9,29,0,0,0,0,0,0,1,55,0
10342,39469,0,17,9,0,1,0,0,1,0,0,34,0
10343,33516,1,16,4,0,1,0,0,0,0,1,26,0
10344,37509,0,7,27,0,1,1,0,0,0,0,46,0
10345,37570,0,14,29,0,1,0,1,0,0,0,48,0
10346,35080,0,16,11,1,0,0,0,0,0,0,34,0
10347,36745,0,7,30,1,1,0,1,0,0,1,57,0
10348,28664,1,9,10,0,0,0,0,0,0,1,28,0
10349,14964,1,14,11,0,0,0,1,0,1,0,34,0
10350,32667,0,15,6,0,0,0,0,0,0,0,28,0
10351,25125,0,9,30,0,1,0,0,0,0,1,55,1
10352,57463,0,19,6,0,1,0,1,0,0,0,30,0
10353,32564,0,8,18,0,1,1,0,0,0,1,32,0
10354,34160,0,10,31,0,1,1,0,0,0,1,47,0
10355,33020,0,13,21,0,0,0,0,0,0,1,41,0
10356,32840,0,9,21,0,0,0,0,0,0,1,49,0
10357,39690,0,9,42,0,1,0,0,0,0,1,57,0
10358,26287,0,10,9,1,0,0,0,1,0,0,30,0
10359,29707,1,10,16,0,1,0,0,0,0,1,37,0
10360,35585,0,7,22,0,0,1,0,0,0,1,43,0
10361,36205,1,9,36,0,1,0,0,0,0,1,51,0
10362,20928,1,9,31,0,0,0,0,0,0,0,55,1
10363,19275,0,9,15,0,1,0,0,0,0,0,32,1
10364,32702,0,9,20,0,1,0,0,0,0,0,38,0
10365,19276,1,10,27,0,0,0,0,0,0,1,51,1
10366,23417,0,9,24,0,1,0,0,0,0,0,49,1
10367,10149,1,9,11,0,1,0,0,0,0,0,28,1
10368,37122,0,7,28,0,0,0,1,0,0,1,54,0
10369,31298,1,13,17,0,0,0,0,0,0,0,40,0
10370,29869,0,8,13,0,0,1,0,0,0,1,27,0
10371,34200,0,14,21,0,0,0,1,0,0,0,50,0
10372,29496,1,11,18,0,1,0,1,0,0,0,37,0
10373,29456,1,8,10,0,1,0,1,0,0,0,25,0
10374,32463,1,10,26,0,0,0,0,0,0,1,56,0
10375,11258,1,9,25,0,0,0,0,0,1,1,48,0
10376,10473,1,7,19,0,0,1,0,0,0,1,40,1
10377,30889,1,9,17,0,1,0,0,0,0,1,32,0
10378,34988,1,10,33,0,1,0,0,0,0,0,54,0
10379,22274,1,9,31,0,1,0,0,0,0,1,50,1
10380,2820,1,5,36,1,0,1,1,0,1,1,53,0
10381,14268,0,11,13,0,0,0,1,0,1,1,35,0
10382,32577,1,9,24,0,1,0,0,0,0,1,44,0
10383,39722,0,17,27,0,1,0,0,0,0,1,60,1
10384,38228,1,7,36,0,1,0,1,0,0,1,59,0
10385,21217,0,13,13,0,1,1,0,0,0,0,32,1
10386,29177,1,9,13,0,0,0,0,0,0,0,27,0
10387,29504,1,12,14,0,1,0,0,0,0,0,34,0
10388,29323,1,10,15,0,1,0,0,0,0,0,39,0
10389,29467,1,9,14,0,1,0,0,0,0,1,29,0
10390,3177,1,9,39,1,0,0,1,0,1,1,55,0
10391,32336,0,7,16,1,0,0,1,0,0,0,33,0
10392,34863,1,9,30,0,1,0,0,0,0,1,60,0
10393,24726,0,10,15,0,1,0,0,0,0,1,40,1
10394,30222,0,10,18,0,1,1,0,0,0,0,33,0
10395,36586,1,16,12,0,1,0,0,0,0,0,33,0
10396,49639,0,17,37,0,1,0,0,0,0,1,60,0
10397,31018,1,11,20,0,1,0,0,0,0,0,39,0
10398,11265,1,10,18,0,1,0,0,0,1,1,53,0
10399,37270,0,7,27,0,1,0,1,0,0,1,48,0
10400,30089,1,11,18,0,1,0,0,0,0,0,43,0
10401,22672,0,8,25,0,1,1,0,0,0,1,42,1
10402,44077,0,17,11,0,1,0,1,0,0,1,34,0
10403,28633,1,11,16,0,1,1,0,0,0,1,33,0
10404,30689,0,10,19,0,1,1,0,0,0,0,45,0
10405,28425,1,10,13,0,1,0,0,0,0,1,33,0
10406,37753,0,7,28,0,1,0,1,0,0,1,53,0
10407,20614,1,11,19,1,1,0,0,0,0,1,37,1
10408,34581,0,9,28,0,0,0,0,0,0,1,45,0
10409,32167,0,10,24,0,0,1,0,0,0,1,53,0
10410,42210,0,17,5,0,1,0,0,0,0,0,27,0
10411,37131,0,9,34,0,1,0,0,0,0,1,59,0
10412,25876,1,11,12,1,1,0,0,1,0,0,32,0
10413,13068,0,8,9,0,0,0,1,0,0,1,26,1
10414,10335,0,7,16,0,0,1,0,0,1,1,29,0
10415,34709,1,16,7,0,1,0,0,0,0,1,30,0
10416,13633,1,13,13,0,0,0,0,1,1,0,33,0
10417,30378,1,9,17,0,1,0,0,0,0,1,35,0
10418,35146,1,15,17,1,0,0,0,0,0,0,39,0
10419,34767,0,9,28,0,1,0,0,0,0,0,55,0
10420,30180,1,10,18,0,1,0,0,0,0,1,44,0
10421,19681,1,9,30,0,0,0,0,0,1,1,57,0
10422,37002,0,8,35,0,1,1,0,0,0,0,53,0
10423,123819,0,21,5,0,1,0,0,0,0,0,32,0
10424,71623,0,21,19,0,0,0,0,0,0,1,46,0
10425,36345,0,14,25,0,1,0,1,0,0,1,49,0
10426,32636,1,12,24,0,1,0,0,1,0,1,51,0
10427,29196,1,11,15,0,0,0,0,1,0,0,35,0
10428,34963,0,12,27,0,1,0,0,0,0,1,53,0
10429,11198,0,9,32,0,1,0,0,0,0,1,51,1
10430,13900,1,11,19,0,1,0,0,0,1,0,35,0
10431,30675,0,9,13,0,1,0,0,0,0,0,30,0
10432,16460,0,9,14,0,0,0,0,0,1,0,29,0
10433,31062,1,9,19,0,1,0,0,0,0,1,42,0
10434,28839,1,9,10,0,1,0,0,0,0,1,26,0
10435,56799,0,19,12,0,0,0,1,0,0,0,38,0
10436,34375,0,10,28,0,1,0,0,1,0,1,59,0
10437,15350,1,9,27,0,1,0,0,0,0,1,52,1
10438,14718,1,9,28,0,1,0,0,0,0,1,55,1
10439,15509,1,10,12,0,0,0,0,0,0,0,32,1
10440,37787,0,9,36,0,1,0,0,0,0,1,55,0
10441,125245,1,21,0,0,0,0,0,0,0,0,25,0
10442,39847,1,9,46,0,1,0,0,0,0,1,60,0
10443,18564,0,10,29,0,1,0,0,0,0,1,44,1
10444,39899,1,7,39,0,1,1,0,0,0,0,56,0
10445,36497,0,9,32,0,1,0,0,0,0,0,46,0
10446,35813,0,16,7,0,0,0,0,0,0,0,29,0
10447,32466,0,10,29,1,0,0,0,1,0,1,55,0
10448,15220,1,10,30,0,1,0,0,0,1,1,48,0
10449,29029,1,9,13,0,1,0,0,0,0,0,30,0
10450,28447,1,14,6,0,0,1,0,0,0,0,26,0
10451,184046,0,19,4,0,0,1,0,0,0,0,30,0
10452,32378,0,14,8,0,0,1,0,0,0,0,32,0
10453,31965,0,11,23,0,1,1,0,0,0,1,52,0
10454,75138,0,21,4,0,1,0,0,0,0,0,30,0
10455,34308,0,15,8,0,1,0,0,0,0,0,32,0
10456,28609,1,10,13,0,1,0,0,1,0,0,33,0
10457,26526,1,10,7,0,0,0,0,0,0,0,26,0
10458,33061,0,9,21,0,1,0,0,0,0,1,49,0
10459,23048,1,9,21,0,1,0,0,0,0,0,44,1
10460,13618,1,9,14,0,1,0,0,0,0,0,29,1
10461,35825,0,9,34,0,1,1,0,0,0,1,56,0
10462,19913,1,10,26,0,1,0,0,0,0,1,51,1
10463,13770,1,9,25,0,1,0,0,0,0,1,45,1
10464,51093,0,19,5,0,1,1,0,0,0,0,30,0
10465,17255,1,9,10,0,0,0,0,0,0,0,28,1
10466,35551,1,9,32,0,1,0,0,0,0,1,60,0
10467,37715,1,9,38,0,1,0,0,0,0,1,58,0
10468,44945,1,16,29,0,1,0,0,0,0,0,59,0
10469,32044,0,10,21,0,0,0,0,0,0,0,49,0
10470,7171,0,7,28,0,0,1,0,0,1,1,48,0
10471,35105,0,11,31,0,1,0,0,0,0,1,51,0
10472,33947,1,7,37,0,1,0,1,0,0,1,52,1
10473,32986,0,9,21,0,1,0,0,0,0,0,36,0
10474,30816,0,10,20,0,0,0,0,0,0,1,39,1
10475,31759,0,7,12,0,1,1,0,0,0,1,28,0
10476,25930,0,9,17,0,1,0,0,0,0,0,32,1
10477,30557,1,9,36,0,0,0,0,0,0,1,53,1
10478,30084,0,9,12,0,0,0,0,0,0,0,32,0
10479,34546,1,12,35,0,1,0,0,0,0,1,53,1
10480,8688,0,10,9,0,1,0,0,1,0,1,30,1
10481,9172,0,10,13,0,0,1,0,0,1,0,31,0
10482,39924,0,9,43,0,1,0,0,0,0,1,58,0
10483,32885,1,11,26,0,0,0,0,0,0,1,60,0
10484,30087,1,9,38,0,0,0,0,0,0,1,58,1
10485,30586,0,10,16,0,0,0,0,1,0,1,39,0
10486,23419,1,9,14,0,1,0,0,0,0,0,32,1
10487,24016,0,9,17,0,0,0,0,0,0,1,31,1
10488,23075,1,9,28,0,1,0,0,0,0,0,48,1
10489,35732,1,9,32,0,1,0,0,0,0,0,56,0
10490,34042,0,12,25,0,1,0,0,0,0,0,56,0
10491,30108,1,9,31,0,0,0,0,0,0,1,47,1
10492,37728,1,7,30,0,1,1,0,0,0,1,55,0
10493,39631,1,7,42,1,1,0,1,0,0,1,54,0
10494,16853,1,7,32,0,1,1,0,0,0,1,51,1
10495,40599,0,16,21,0,0,0,0,0,0,1,44,0
10496,31887,1,12,22,0,0,0,0,0,0,0,47,0
10497,37197,0,7,37,0,0,0,1,0,0,1,55,1
10498,22419,1,11,28,0,0,0,0,1,0,1,49,1
10499,38039,0,15,24,0,1,0,0,0,0,1,50,0
10500,33295,0,12,23,0,1,0,0,0,0,0,49,0
10501,56246,0,19,19,0,0,1,0,0,0,0,51,0
10502,36424,1,9,32,0,0,0,0,0,0,1,46,0
10503,34225,0,8,38,0,0,1,0,0,0,1,54,1
10504,48645,0,17,3,0,0,1,1,0,0,0,27,0
10505,36199,0,9,30,0,1,0,0,0,0,1,52,0
10506,26112,1,12,6,0,0,0,1,0,0,0,26,0
10507,42654,0,7,42,0,1,0,1,0,0,1,60,0
10508,30611,1,10,20,0,1,0,0,1,0,0,40,0
10509,31559,0,9,16,0,1,0,0,0,0,1,35,0
10510,44028,0,17,12,0,0,0,1,0,0,1,38,0
10511,37474,0,9,35,0,1,0,0,0,0,1,55,0
10512,40258,0,15,29,0,1,0,0,0,0,1,55,0
10513,13104,1,12,20,0,1,0,1,0,0,1,45,1
10514,34253,1,10,35,0,0,0,0,0,0,1,51,1
10515,32873,0,7,18,1,0,0,1,0,0,0,35,0
10516,34526,1,12,31,0,1,0,0,0,0,0,50,0
10517,34103,0,9,28,0,1,0,1,0,0,0,48,0
10518,33208,0,13,18,0,1,0,0,0,0,1,46,0
10519,35935,0,11,33,0,1,0,0,0,0,1,52,0
10520,30764,1,14,12,0,1,0,1,0,0,1,33,0
10521,38438,0,9,40,0,1,0,0,0,0,1,57,0
10522,25586,1,7,10,0,1,0,1,0,0,1,26,1
10523,35118,1,16,7,0,1,0,0,0,0,0,31,0
10524,37716,1,9,38,0,1,0,0,0,0,1,57,0
10525,35102,1,9,32,0,1,0,0,0,0,1,50,1
10526,40436,1,17,11,0,0,0,0,0,0,0,33,0
10527,34243,1,14,25,0,1,1,0,0,0,0,49,0
10528,33605,0,9,22,0,0,0,0,0,0,1,48,0
10529,29399,0,10,21,0,0,0,0,0,0,1,41,1
10530,31386,0,7,16,0,1,1,0,0,0,0,35,1
10531,33324,1,9,28,0,1,0,0,0,0,1,49,0
10532,10219,0,9,23,0,0,1,0,0,1,0,39,0
10533,33138,1,11,27,0,0,0,0,1,0,0,48,0
10534,28957,1,12,14,0,1,0,0,0,0,1,39,0
10535,34277,0,16,4,0,1,0,0,0,0,1,27,0
10536,35912,1,7,29,0,0,1,0,0,0,1,43,0
10537,38214,1,7,34,0,1,1,0,0,0,1,52,0
10538,38645,1,16,20,0,1,0,0,0,0,1,50,0
10539,37255,1,12,28,0,0,0,0,1,0,0,56,0
10540,32589,1,7,18,0,1,1,0,0,0,1,36,1
10541,32659,1,9,23,0,1,0,0,0,0,1,39,0
10542,3982,0,12,32,0,1,0,0,1,1,1,59,0
10543,33496,0,9,22,0,0,0,0,0,0,1,48,0
10544,36669,0,14,21,0,1,1,0,0,0,0,52,0
10545,27385,1,10,9,0,0,0,0,0,0,0,29,0
10546,24080,0,9,20,0,1,0,0,0,0,1,36,1
10547,11812,1,11,29,0,1,1,0,0,0,1,53,1
10548,15903,1,7,24,0,0,1,0,0,1,1,50,0
10549,29706,0,12,18,1,1,0,0,0,0,1,35,0
10550,31147,1,14,13,0,1,0,1,0,0,0,32,0
10551,28102,1,10,11,0,1,0,0,0,0,0,29,0
10552,37910,0,7,30,0,1,1,0,0,0,0,45,0
10553,22464,1,9,9,0,1,0,0,0,0,1,25,1
10554,27350,1,10,12,0,1,1,0,0,0,0,27,0
10555,3614,0,9,23,0,0,1,0,0,1,0,48,0
10556,38872,0,16,18,0,0,0,0,0,0,1,48,0
10557,29977,1,10,28,0,1,0,1,0,0,1,60,1
10558,10879,0,7,14,0,0,1,0,0,1,0,27,0
10559,43788,1,18,14,1,1,0,0,1,0,0,38,0
10560,31974,0,7,21,0,0,0,1,0,0,1,38,1
10561,34616,1,10,31,0,1,0,0,0,0,1,48,0
10562,40996,0,16,24,0,1,0,0,0,0,1,49,0
10563,30634,0,9,13,0,0,0,0,0,0,0,31,0
10564,28966,1,9,29,0,0,1,0,0,0,0,59,1
10565,39133,0,16,17,0,1,0,0,0,0,1,46,0
10566,33199,0,9,21,0,1,0,0,0,0,1,45,0
10567,25837,0,10,41,0,1,0,0,0,0,1,58,1
10568,29341,1,9,10,0,1,0,0,0,0,0,25,0
10569,30488,0,10,15,0,0,0,0,1,0,1,35,0
10570,39169,1,16,22,0,1,0,0,0,0,1,56,0
10571,38151,1,7,34,0,0,1,0,0,0,1,52,0
10572,33001,0,10,24,0,0,0,0,0,0,0,45,0
10573,33629,1,9,37,0,1,0,0,0,0,1,52,1
10574,26849,1,9,10,1,1,0,0,0,0,0,30,0
10575,18627,1,9,33,0,1,0,0,0,0,1,47,1
10576,42040,0,16,16,0,1,0,0,0,0,1,43,0
10577,36352,1,9,45,1,0,0,1,0,0,1,60,0
10578,29444,0,11,21,1,1,0,1,0,0,1,45,0
10579,30408,0,13,6,0,0,0,0,0,0,0,25,0
10580,28650,1,9,19,0,1,0,0,0,0,1,41,1
10581,17974,0,9,24,0,0,0,0,0,0,1,47,1
10582,30095,1,19,7,0,0,1,0,0,0,1,33,1
10583,34894,1,16,10,0,1,0,0,0,0,0,32,0
10584,32748,0,9,21,0,1,0,0,0,0,1,41,0
10585,17730,0,10,27,0,1,0,0,1,0,1,56,1
10586,31993,0,10,19,0,1,0,0,0,0,0,37,0
10587,29706,0,14,6,0,0,0,1,0,0,0,27,0
10588,34225,1,12,30,0,0,0,0,0,0,0,54,0
10589,38886,0,13,39,0,1,1,0,0,0,1,58,0
10590,34956,0,14,24,0,1,1,0,0,0,1,49,0
10591,33577,0,7,14,0,1,1,0,0,0,0,30,0
10592,35502,0,9,29,0,0,0,0,0,0,1,50,0
10593,29346,0,11,12,0,0,0,0,0,0,0,35,0
10594,34315,1,10,30,0,1,0,0,0,0,0,58,0
10595,35308,1,11,33,0,1,0,0,0,0,1,52,0
10596,26201,1,14,24,0,1,0,1,0,0,1,54,1
10597,34226,1,9,28,0,0,0,0,0,0,1,57,0
10598,24597,1,8,21,0,0,0,1,0,0,1,48,1
10599,26342,1,13,6,1,1,0,1,0,0,1,25,0
10600,34823,0,7,19,0,1,0,1,0,0,1,38,0
10601,67295,0,21,17,0,0,0,0,0,0,0,51,0
10602,36702,1,13,34,0,0,0,0,0,0,1,56,0
10603,34057,1,7,24,0,1,1,0,0,0,1,43,0
10604,9320,0,9,30,0,1,0,0,0,1,1,47,0
10605,29119,1,9,12,0,1,0,0,0,0,0,30,0
10606,33934,1,10,30,0,1,0,0,0,0,1,58,0
10607,33758,0,15,11,0,1,0,0,0,0,0,37,0
10608,33976,0,9,25,0,1,0,0,0,0,1,52,0
10609,24314,0,11,35,0,0,0,0,0,0,1,55,1
10610,26565,0,10,12,1,1,0,1,0,0,1,34,0
10611,33272,1,8,30,1,0,0,1,0,0,1,56,0
10612,30955,1,9,18,0,1,0,0,0,0,0,41,0
10613,51360,0,18,16,0,1,0,0,1,0,1,44,0
10614,22993,0,17,29,0,0,0,0,0,0,1,54,1
10615,21420,1,9,20,0,1,0,0,0,0,0,47,1
10616,30966,1,14,14,0,1,0,1,0,0,0,36,0
10617,25089,1,7,11,0,1,0,1,0,0,0,26,1
10618,34071,1,10,32,0,1,0,0,0,0,1,48,1
10619,27607,0,11,6,0,1,0,0,0,0,0,26,0
10620,53680,0,19,12,0,0,0,0,0,0,0,37,0
10621,30982,0,9,15,0,1,0,0,0,0,0,29,0
10622,21657,0,7,46,0,0,0,1,0,0,1,60,1
10623,72892,0,19,8,0,0,1,0,0,0,0,34,0
10624,39990,0,7,34,0,0,0,1,0,0,1,58,0
10625,29637,0,10,13,0,1,0,0,0,0,0,32,0
10626,24855,1,9,32,0,0,0,0,0,0,0,50,1
10627,79898,1,21,22,0,1,0,0,0,0,1,53,0
10628,6107,1,10,26,0,0,0,0,0,1,0,47,0
10629,34107,0,7,16,0,1,1,0,0,0,1,36,0
10630,26591,1,10,7,0,1,0,0,0,0,0,26,0
10631,26774,1,16,20,0,0,1,0,0,0,1,45,1
10632,34912,0,5,19,0,0,1,1,0,0,1,33,1
10633,32343,0,14,14,0,1,0,1,0,0,0,37,0
10634,32936,1,10,27,0,1,0,0,1,0,1,55,0
10635,16639,1,9,20,0,0,0,0,0,0,1,43,1
10636,13666,0,12,8,0,0,0,0,0,1,0,30,0
10637,31761,1,9,22,0,1,0,0,0,0,1,45,0
10638,37867,0,16,15,0,1,0,0,0,0,0,43,0
10639,31684,0,13,16,0,1,0,0,0,0,1,44,0
10640,40058,0,15,26,0,1,0,0,0,0,0,47,0
10641,34339,0,9,32,1,1,0,0,0,0,1,54,0
10642,8682,1,7,26,0,0,1,0,0,1,0,40,0
10643,33874,1,14,23,0,1,1,0,0,0,1,56,0
10644,30416,0,9,14,0,1,0,0,0,0,0,29,0
10645,29474,0,10,13,0,1,0,0,0,0,1,31,0
10646,35231,1,11,33,0,1,0,0,0,0,1,53,0
10647,29602,1,9,14,0,1,0,0,0,0,0,30,0
10648,12956,1,9,28,0,1,0,0,0,1,1,51,0
10649,34638,0,9,26,0,1,0,0,0,0,1,56,0
10650,33390,1,14,21,0,1,0,1,0,0,0,52,0
10651,29668,0,10,13,0,0,0,0,0,0,0,29,0
10652,36632,1,7,26,0,0,0,1,0,0,0,41,0
10653,32534,1,7,16,0,1,0,1,0,0,0,37,0
10654,31365,0,9,15,0,1,0,0,0,0,1,38,0
10655,15664,0,9,12,0,0,0,0,0,0,0,33,1
10656,68416,1,22,5,0,0,0,0,1,0,0,33,0
10657,31573,0,9,17,0,0,0,0,0,0,0,32,0
10658,28637,1,9,10,0,1,0,0,0,0,0,25,0
10659,55743,0,19,11,0,1,0,0,0,0,0,35,0
10660,34926,0,11,30,0,0,0,0,0,0,1,58,0
10661,23049,0,15,19,0,1,0,0,0,0,1,49,1
10662,11185,1,10,15,0,1,0,0,0,0,0,31,1
10663,28557,1,9,10,0,0,0,0,0,0,0,30,0
10664,13301,1,10,12,0,0,0,0,0,1,1,32,0
10665,19554,1,10,32,0,1,0,0,1,0,1,55,1
10666,24862,1,10,34,0,1,0,0,0,0,1,54,1
10667,37646,1,7,23,0,1,1,0,0,0,0,37,0
10668,34755,1,16,7,0,1,0,0,0,0,0,29,0
10669,37546,0,11,38,0,0,0,0,0,0,0,56,0
10670,28951,0,9,18,1,0,0,1,0,0,0,34,0
10671,28725,1,11,13,0,1,0,0,0,0,0,30,0
10672,38309,1,16,17,0,1,0,0,0,0,0,43,0
10673,33673,1,16,5,0,1,0,0,0,0,0,26,0
10674,31964,0,12,20,0,1,0,0,0,0,0,40,0
10675,28694,0,9,8,0,1,0,0,0,0,0,26,0
10676,21112,1,9,20,0,0,0,1,0,0,1,40,1
10677,37964,1,7,32,0,1,0,1,0,0,1,46,0
10678,10400,1,9,28,0,1,0,0,0,0,1,56,1
10679,40644,0,17,14,0,1,0,0,1,0,0,40,0
10680,13050,0,12,18,0,0,0,0,0,1,1,36,0
10681,37361,1,16,14,0,1,0,0,0,0,0,38,0
10682,42174,1,17,15,0,1,0,0,0,0,1,40,0
10683,32272,0,10,21,0,0,0,0,0,0,1,46,0
10684,34351,0,12,30,0,0,1,0,0,0,0,49,0
10685,28290,0,12,9,0,1,1,0,0,0,0,30,0
10686,25617,0,10,24,0,0,1,0,0,0,1,40,1
10687,27054,0,9,28,0,0,0,0,0,0,1,57,1
10688,39314,1,17,4,0,0,0,0,0,0,0,26,0
10689,30626,1,8,17,0,1,1,0,0,0,0,39,0
10690,43269,0,15,31,0,0,1,0,0,0,1,60,0
10691,32215,0,9,19,0,0,0,0,0,0,1,38,0
10692,47466,0,18,2,0,1,0,0,0,0,0,27,0
10693,31437,0,8,22,0,0,1,0,0,0,1,38,1
10694,27693,1,9,7,0,1,0,0,0,0,0,25,0
10695,20770,0,7,20,0,0,0,1,0,0,1,38,1
10696,33395,1,9,25,0,1,0,0,0,0,0,39,0
10697,76821,1,21,10,0,1,0,0,0,0,0,39,0
10698,29506,0,9,10,0,1,0,0,0,0,0,27,0
10699,39330,0,16,20,0,1,0,0,0,0,0,41,0
10700,43974,0,17,10,0,0,0,0,0,0,0,38,0
10701,29951,0,9,11,0,1,0,0,0,0,0,30,0
10702,51657,0,19,5,0,1,0,1,0,0,0,32,0
10703,30504,1,11,28,1,0,0,1,0,0,1,52,0
10704,37634,0,12,36,0,1,0,0,0,0,1,55,0
10705,32114,1,11,33,0,1,0,0,0,0,1,60,1
10706,24078,1,9,25,0,1,0,0,0,0,1,43,1
10707,5342,0,18,6,0,0,1,0,0,1,0,31,0
10708,21317,0,12,26,0,1,0,0,0,0,1,55,1
10709,34961,1,16,10,0,1,0,0,0,0,1,37,0
10710,38451,0,16,14,0,1,0,0,0,0,1,40,0
10711,16812,1,9,34,0,0,0,0,0,0,1,58,1
10712,30998,1,11,23,0,1,1,0,0,0,0,43,0
10713,32410,1,16,9,0,1,0,0,0,0,1,30,1
10714,31509,1,9,20,0,0,0,0,0,0,0,42,0
10715,27149,0,8,38,0,1,0,1,0,0,1,60,1
10716,29635,0,8,9,0,0,1,0,0,0,0,28,0
10717,30164,1,7,13,1,1,0,1,0,0,1,33,0
10718,30063,0,9,17,0,0,0,0,0,0,0,38,1
10719,30697,1,12,19,0,1,0,0,1,0,0,38,0
10720,39242,0,16,7,0,1,0,0,0,0,0,31,0
10721,28994,0,7,23,0,1,1,0,0,0,1,37,1
10722,33156,1,8,41,0,1,0,1,0,0,1,60,1
10723,66601,0,21,7,0,1,0,0,0,0,0,35,0
10724,27084,1,10,13,0,1,0,0,0,0,1,30,1
10725,38425,0,7,39,1,1,0,1,0,0,1,60,0
10726,28219,1,10,12,0,1,0,0,0,0,0,29,0
10727,16819,1,9,31,0,1,0,0,0,1,0,49,0
10728,36818,0,16,10,0,1,0,0,0,0,0,37,0
10729,31963,1,7,12,0,1,1,0,0,0,1,29,0
10730,40749,1,16,25,0,1,0,0,0,0,1,47,0
10731,27859,0,9,38,0,1,0,0,0,0,1,58,1
10732,39458,0,16,9,0,1,0,0,0,0,0,37,0
10733,33123,0,14,12,0,1,0,0,1,0,0,34,0
10734,34124,0,9,21,0,0,0,0,0,0,0,49,0
10735,30785,0,13,14,0,1,0,0,1,0,1,33,0
10736,20514,0,7,20,0,1,0,1,0,0,1,43,1
10737,29050,1,9,13,0,1,0,0,0,0,0,30,0
10738,47091,0,16,31,0,0,0,0,0,0,1,58,0
10739,32532,1,9,23,0,1,0,0,0,0,1,50,0
10740,20671,0,9,17,0,1,0,0,0,0,1,38,1
10741,6099,1,7,9,0,0,1,0,0,1,1,27,0
10742,28377,0,16,12,0,1,0,0,0,0,1,40,1
10743,14361,0,7,10,1,1,0,1,0,0,1,25,1
10744,27576,1,10,10,0,1,0,0,1,0,1,29,0
10745,27982,1,10,11,0,1,0,0,0,0,0,29,0
10746,42209,0,17,9,0,1,0,0,0,0,0,37,0
10747,28200,1,12,10,0,1,0,0,0,0,0,28,0
10748,31917,0,9,20,0,1,0,0,0,0,0,34,1
10749,24284,0,9,13,0,1,0,0,0,0,0,29,1
10750,32475,0,14,8,0,0,0,0,0,0,0,31,0
10751,30639,0,11,17,0,1,0,0,0,0,0,40,0
10752,31195,0,7,14,1,1,0,1,0,0,0,32,0
10753,31140,1,8,19,0,1,1,0,0,0,1,44,0
10754,22608,1,9,28,0,1,0,0,0,0,1,50,1
10755,30908,1,10,26,1,1,0,0,1,0,1,53,0
10756,5520,0,7,28,0,0,0,1,0,1,1,57,0
10757,29495,1,11,16,0,1,0,0,0,0,0,33,0
10758,8496,0,7,12,0,0,0,1,0,1,0,25,0
10759,8942,1,9,18,1,0,0,1,0,0,1,41,1
10760,25862,0,19,30,0,1,0,0,0,0,0,59,1
10761,32016,1,11,24,0,1,0,0,0,0,0,46,0
10762,15679,1,17,19,0,1,0,0,0,0,0,49,1
10763,47837,1,7,40,1,0,0,1,0,0,1,59,0
10764,41235,0,17,3,0,0,0,0,0,0,0,26,0
10765,24239,0,9,14,0,1,0,0,0,0,0,31,1
10766,4782,0,9,20,0,1,0,0,0,1,1,42,0
10767,33493,1,9,26,0,1,0,0,0,0,1,57,0
10768,42271,0,16,26,0,0,0,0,0,0,0,50,0
10769,18690,1,7,42,0,0,1,0,0,0,1,57,1
10770,32018,0,13,15,0,1,0,0,0,0,0,36,0
10771,32867,1,8,25,0,0,0,1,0,0,1,44,0
10772,38659,1,9,42,0,1,0,0,0,0,1,56,0
10773,18393,0,16,15,0,1,0,1,0,0,0,39,1
10774,19456,1,8,26,0,1,0,1,0,0,1,50,1
10775,15437,1,14,23,0,1,0,0,0,0,1,54,1
10776,34067,0,9,24,0,1,0,0,0,0,1,39,0
10777,52235,1,18,18,0,1,0,0,0,0,0,50,0
10778,33643,0,7,29,0,0,0,1,0,0,1,58,1
10779,34360,0,7,18,0,1,1,0,0,0,0,30,0
10780,18220,1,11,22,0,0,0,1,0,0,1,50,1
10781,34016,0,8,22,0,0,1,0,0,0,0,35,0
10782,15150,0,9,32,0,1,0,0,0,0,0,47,1
10783,30529,1,9,27,1,0,0,1,0,0,0,48,0
10784,30085,0,14,15,0,0,0,0,0,0,0,34,1
10785,31126,1,9,18,0,0,0,0,0,0,1,42,0
10786,30998,1,7,15,1,1,0,1,0,0,0,27,0
10787,73810,1,21,23,0,1,0,0,0,0,1,50,0
10788,36648,1,17,8,1,0,0,0,1,0,0,30,0
10789,28931,0,10,11,0,1,0,0,0,0,1,30,0
10790,35786,0,9,29,0,0,0,0,0,0,1,53,0
10791,67332,0,21,17,0,1,0,0,0,0,0,51,0
10792,9589,1,15,26,1,0,0,1,0,1,1,49,0
10793,36781,0,14,25,0,1,0,0,0,0,0,49,0
10794,37783,1,15,22,0,0,1,0,0,0,1,55,0
10795,37981,0,9,37,0,0,0,0,0,0,1,57,0
10796,15158,1,10,22,0,1,0,0,0,0,1,42,1
10797,23643,0,9,20,0,0,0,0,0,0,1,39,1
10798,46641,0,17,14,0,1,0,0,0,0,1,41,0
10799,29054,1,9,13,0,0,0,0,0,0,0,28,0
10800,8942,1,7,31,0,0,1,0,0,1,1,56,0
