year,origin,destin,id,dist,passen,fare,bmktshr
1999,"FT. LAUDERDALE, FL","JACKSONVILLE, FL",618,318,707,64,.99250001
2000,"FT. LAUDERDALE, FL","JACKSONVILLE, FL",618,318,847,67,.99410003
1997,"FT. LAUDERDALE, FL","KANSAS CITY, MO",619,1244,177,136,.32779998
1998,"FT. LAUDERDALE, FL","KANSAS CITY, MO",619,1244,204,145,.412
1999,"FT. LAUDERDALE, FL","KANSAS CITY, MO",619,1244,184,159,.32799998
2000,"FT. LAUDERDALE, FL","KANSAS CITY, MO",619,1244,206,165,.26440001
1997,"FT. LAUDERDALE, FL","LAS VEGAS, NV",620,2175,331,164,.48439997
1998,"FT. LAUDERDALE, FL","LAS VEGAS, NV",620,2175,360,181,.48610002
1999,"FT. LAUDERDALE, FL","LAS VEGAS, NV",620,2175,610,167,.46020001
2000,"FT. LAUDERDALE, FL","LAS VEGAS, NV",620,2175,483,174,.4901
1997,"FT. LAUDERDALE, FL","LOS ANGELES, CA",621,2343,629,213,.38830003
1998,"FT. LAUDERDALE, FL","LOS ANGELES, CA",621,2343,601,215,.3152
1999,"FT. LAUDERDALE, FL","LOS ANGELES, CA",621,2343,710,208,.26820001
2000,"FT. LAUDERDALE, FL","LOS ANGELES, CA",621,2343,670,222,.32990003
1997,"FT. LAUDERDALE, FL","LOUISVILLE, KY",622,897,134,128,.5984
1998,"FT. LAUDERDALE, FL","LOUISVILLE, KY",622,897,150,144,.48400003
1999,"FT. LAUDERDALE, FL","LOUISVILLE, KY",622,897,172,144,.55019999
2000,"FT. LAUDERDALE, FL","LOUISVILLE, KY",622,897,157,141,.47679999
1997,"FT. LAUDERDALE, FL","MILWAUKEE, WI",623,1246,160,141,.26680002
1998,"FT. LAUDERDALE, FL","MILWAUKEE, WI",623,1246,152,140,.29700002
1999,"FT. LAUDERDALE, FL","MILWAUKEE, WI",623,1246,159,148,.36500001
2000,"FT. LAUDERDALE, FL","MILWAUKEE, WI",623,1246,192,153,.25310001
1997,"FT. LAUDERDALE, FL","MINNEAPOLIS, MN",624,1490,131,250,.35299999
1998,"FT. LAUDERDALE, FL","MINNEAPOLIS, MN",624,1490,163,242,.3707
1999,"FT. LAUDERDALE, FL","MINNEAPOLIS, MN",624,1490,167,245,.3937
2000,"FT. LAUDERDALE, FL","MINNEAPOLIS, MN",624,1490,266,219,.51569998
1997,"FT. LAUDERDALE, FL","NASHVILLE, TN",625,793,297,120,.71639997
1998,"FT. LAUDERDALE, FL","NASHVILLE, TN",625,793,326,129,.71930003
1999,"FT. LAUDERDALE, FL","NASHVILLE, TN",625,793,388,126,.7881
2000,"FT. LAUDERDALE, FL","NASHVILLE, TN",625,793,395,141,.77459997
1997,"FT. LAUDERDALE, FL","NEW ORLEANS, LA",626,673,237,133,.72440004
1998,"FT. LAUDERDALE, FL","NEW ORLEANS, LA",626,673,262,140,.73580003
1999,"FT. LAUDERDALE, FL","NEW ORLEANS, LA",626,673,296,140,.82349998
2000,"FT. LAUDERDALE, FL","NEW ORLEANS, LA",626,673,372,142,.72480005
1997,"FT. LAUDERDALE, FL","NEW YORK, NY",627,1073,4163,155,.345
1998,"FT. LAUDERDALE, FL","NEW YORK, NY",627,1073,5206,142,.31729999
1999,"FT. LAUDERDALE, FL","NEW YORK, NY",627,1073,6561,133,.31909999
2000,"FT. LAUDERDALE, FL","NEW YORK, NY",627,1073,8497,128,.27419999
1997,"FT. LAUDERDALE, FL","NEWBURGH, NY",628,1122,91,137,.57620001
1998,"FT. LAUDERDALE, FL","NEWBURGH, NY",628,1122,86,139,.72330004
1999,"FT. LAUDERDALE, FL","NEWBURGH, NY",628,1122,64,143,.72110003
2000,"FT. LAUDERDALE, FL","NEWBURGH, NY",628,1122,55,147,.79220003
1997,"FT. LAUDERDALE, FL","ORLANDO, FL",629,178,847,57,.79940003
1998,"FT. LAUDERDALE, FL","ORLANDO, FL",629,178,807,62,.80839998
1999,"FT. LAUDERDALE, FL","ORLANDO, FL",629,178,777,64,.8258
2000,"FT. LAUDERDALE, FL","ORLANDO, FL",629,178,831,73,.8071
1997,"FT. LAUDERDALE, FL","PHILADELPHIA, PA",630,992,887,153,.78110003
1998,"FT. LAUDERDALE, FL","PHILADELPHIA, PA",630,992,775,163,.75389999
1999,"FT. LAUDERDALE, FL","PHILADELPHIA, PA",630,992,816,168,.73260003
2000,"FT. LAUDERDALE, FL","PHILADELPHIA, PA",630,992,1311,131,.7543
1997,"FT. LAUDERDALE, FL","PHOENIX, AZ",631,1975,217,219,.3459
1998,"FT. LAUDERDALE, FL","PHOENIX, AZ",631,1975,224,206,.36119998
1999,"FT. LAUDERDALE, FL","PHOENIX, AZ",631,1975,315,188,.29750001
2000,"FT. LAUDERDALE, FL","PHOENIX, AZ",631,1975,324,210,.29659998
1997,"FT. LAUDERDALE, FL","PITTSBURGH, PA",632,994,325,157,.77519995
1998,"FT. LAUDERDALE, FL","PITTSBURGH, PA",632,994,347,162,.79150003
1999,"FT. LAUDERDALE, FL","PITTSBURGH, PA",632,994,289,168,.74120003
2000,"FT. LAUDERDALE, FL","PITTSBURGH, PA",632,994,395,157,.84139997
1997,"FT. LAUDERDALE, FL","PROVIDENCE, RI",633,1189,357,123,.37090001
1998,"FT. LAUDERDALE, FL","PROVIDENCE, RI",633,1189,358,132,.40830001
1999,"FT. LAUDERDALE, FL","PROVIDENCE, RI",633,1189,346,130,.45580003
2000,"FT. LAUDERDALE, FL","PROVIDENCE, RI",633,1189,395,132,.46240002
1997,"FT. LAUDERDALE, FL","RALEIGH/DURHAM, NC",634,680,259,143,.69059998
1998,"FT. LAUDERDALE, FL","RALEIGH/DURHAM, NC",634,680,289,139,.72120005
1999,"FT. LAUDERDALE, FL","RALEIGH/DURHAM, NC",634,680,429,117,.58950001
2000,"FT. LAUDERDALE, FL","RALEIGH/DURHAM, NC",634,680,492,122,.64859998
1997,"FT. LAUDERDALE, FL","SAN FRANCISCO, CA",635,2587,212,276,.37009999
1998,"FT. LAUDERDALE, FL","SAN FRANCISCO, CA",635,2587,248,261,.31900001
1999,"FT. LAUDERDALE, FL","SAN FRANCISCO, CA",635,2587,312,236,.34299999
2000,"FT. LAUDERDALE, FL","SAN FRANCISCO, CA",635,2587,294,248,.3818
1997,"FT. LAUDERDALE, FL","ST. LOUIS, MO",636,1057,262,180,.47580001
1998,"FT. LAUDERDALE, FL","ST. LOUIS, MO",636,1057,305,185,.63520002
1999,"FT. LAUDERDALE, FL","ST. LOUIS, MO",636,1057,348,176,.60420001
2000,"FT. LAUDERDALE, FL","ST. LOUIS, MO",636,1057,358,199,.50060004
1997,"FT. LAUDERDALE, FL","TAMPA, FL",637,197,1255,57,.85620004
1998,"FT. LAUDERDALE, FL","TAMPA, FL",637,197,1323,62,.92519999
1999,"FT. LAUDERDALE, FL","TAMPA, FL",637,197,1326,64,.92320001
2000,"FT. LAUDERDALE, FL","TAMPA, FL",637,197,1370,68,.93430001
1997,"FT. LAUDERDALE, FL","WASHINGTON, DC",638,900,673,146,.65370005
1998,"FT. LAUDERDALE, FL","WASHINGTON, DC",638,900,851,124,.42700002
1999,"FT. LAUDERDALE, FL","WASHINGTON, DC",638,900,905,125,.46529999
2000,"FT. LAUDERDALE, FL","WASHINGTON, DC",638,900,1188,125,.48930001
1997,"FT. MYERS, FL","HARTFORD, CT",639,1181,223,143,.5467
1998,"FT. MYERS, FL","HARTFORD, CT",639,1181,265,121,.42029998
1999,"FT. MYERS, FL","HARTFORD, CT",639,1181,232,124,.52099997
2000,"FT. MYERS, FL","HARTFORD, CT",639,1181,232,137,.4427
1997,"FT. MYERS, FL","INDIANAPOLIS, IN",640,946,480,129,.80290002
1998,"FT. MYERS, FL","INDIANAPOLIS, IN",640,946,473,128,.82629997
1999,"FT. MYERS, FL","INDIANAPOLIS, IN",640,946,458,136,.80070001
2000,"FT. MYERS, FL","INDIANAPOLIS, IN",640,946,465,140,.7507
1997,"FT. MYERS, FL","KANSAS CITY, MO",641,1158,109,141,.48099998
1998,"FT. MYERS, FL","KANSAS CITY, MO",641,1158,114,142,.4777
1999,"FT. MYERS, FL","KANSAS CITY, MO",641,1158,112,155,.48599997
2000,"FT. MYERS, FL","KANSAS CITY, MO",641,1158,114,164,.39349997
1997,"FT. MYERS, FL","MILWAUKEE, WI",642,1185,305,130,.51569998
1998,"FT. MYERS, FL","MILWAUKEE, WI",642,1185,256,133,.2836
1999,"FT. MYERS, FL","MILWAUKEE, WI",642,1185,253,144,.3152
2000,"FT. MYERS, FL","MILWAUKEE, WI",642,1185,243,152,.27129999
1997,"FT. MYERS, FL","MINNEAPOLIS, MN",643,1417,256,217,.73620003
1998,"FT. MYERS, FL","MINNEAPOLIS, MN",643,1417,289,191,.64629996
1999,"FT. MYERS, FL","MINNEAPOLIS, MN",643,1417,313,191,.54949999
2000,"FT. MYERS, FL","MINNEAPOLIS, MN",643,1417,400,180,.58840001
1997,"FT. MYERS, FL","NEW YORK, NY",644,1068,1026,176,.47040001
1998,"FT. MYERS, FL","NEW YORK, NY",644,1068,999,170,.48310003
1999,"FT. MYERS, FL","NEW YORK, NY",644,1068,1051,166,.50800002
2000,"FT. MYERS, FL","NEW YORK, NY",644,1068,1381,148,.34009999
1997,"FT. MYERS, FL","PHILADELPHIA, PA",645,992,356,155,.78519994
1998,"FT. MYERS, FL","PHILADELPHIA, PA",645,992,333,158,.80260003
1999,"FT. MYERS, FL","PHILADELPHIA, PA",645,992,338,174,.74669999
2000,"FT. MYERS, FL","PHILADELPHIA, PA",645,992,423,151,.84330004
1997,"FT. MYERS, FL","PITTSBURGH, PA",646,967,191,151,.7967
1998,"FT. MYERS, FL","PITTSBURGH, PA",646,967,200,154,.8369
1999,"FT. MYERS, FL","PITTSBURGH, PA",646,967,205,158,.78780001
2000,"FT. MYERS, FL","PITTSBURGH, PA",646,967,270,146,.82919997
1997,"FT. MYERS, FL","PROVIDENCE, RI",647,1203,140,130,.49110001
1998,"FT. MYERS, FL","PROVIDENCE, RI",647,1203,130,137,.5905
1999,"FT. MYERS, FL","PROVIDENCE, RI",647,1203,124,148,.43669999
2000,"FT. MYERS, FL","PROVIDENCE, RI",647,1203,152,148,.5765
1997,"FT. MYERS, FL","ST. LOUIS, MO",648,980,145,185,.87650001
1998,"FT. MYERS, FL","ST. LOUIS, MO",648,980,172,178,.89529997
1999,"FT. MYERS, FL","ST. LOUIS, MO",648,980,179,188,.8599
2000,"FT. MYERS, FL","ST. LOUIS, MO",648,980,167,182,.84400004
1997,"FT. MYERS, FL","WASHINGTON, DC",649,893,235,155,.53150004
1998,"FT. MYERS, FL","WASHINGTON, DC",649,893,208,144,.52380002
1999,"FT. MYERS, FL","WASHINGTON, DC",649,893,228,149,.34639999
2000,"FT. MYERS, FL","WASHINGTON, DC",649,893,240,154,.45820001
1997,"GRAND RAPIDS, MI","LAS VEGAS, NV",650,1645,139,173,.67629999
1998,"GRAND RAPIDS, MI","LAS VEGAS, NV",650,1645,165,167,.47209999
1999,"GRAND RAPIDS, MI","LAS VEGAS, NV",650,1645,154,175,.60659999
2000,"GRAND RAPIDS, MI","LAS VEGAS, NV",650,1645,156,176,.7058
1997,"GRAND RAPIDS, MI","NEW YORK, NY",651,613,197,233,.47349998
1998,"GRAND RAPIDS, MI","NEW YORK, NY",651,613,213,203,.3994
1999,"GRAND RAPIDS, MI","NEW YORK, NY",651,613,245,181,.3143
2000,"GRAND RAPIDS, MI","NEW YORK, NY",651,613,235,196,.34349999
1997,"GRAND RAPIDS, MI","ORLANDO, FL",652,1024,221,130,.5266
1998,"GRAND RAPIDS, MI","ORLANDO, FL",652,1024,178,153,.32359999
1999,"GRAND RAPIDS, MI","ORLANDO, FL",652,1024,198,154,.51969999
2000,"GRAND RAPIDS, MI","ORLANDO, FL",652,1024,233,157,.44859999
1997,"GREENSBORO, NC","HOUSTON, TX",653,987,127,192,.66150004
1998,"GREENSBORO, NC","HOUSTON, TX",653,987,155,153,.62549996
1999,"GREENSBORO, NC","HOUSTON, TX",653,987,139,186,.59509999
2000,"GREENSBORO, NC","HOUSTON, TX",653,987,166,184,.55589998
1997,"GREENSBORO, NC","NEW YORK, NY",654,460,764,202,.53310001
1998,"GREENSBORO, NC","NEW YORK, NY",654,460,747,186,.53029996
1999,"GREENSBORO, NC","NEW YORK, NY",654,460,941,164,.51520002
2000,"GREENSBORO, NC","NEW YORK, NY",654,460,972,163,.46110001
1997,"GREENSBORO, NC","ORLANDO, FL",655,535,292,130,.51529998
1998,"GREENSBORO, NC","ORLANDO, FL",655,535,252,147,.34240001
1999,"GREENSBORO, NC","ORLANDO, FL",655,535,215,121,.39430001
2000,"GREENSBORO, NC","ORLANDO, FL",655,535,348,105,.66980004
1997,"GREENSBORO, NC","PHILADELPHIA, PA",656,365,178,212,.96399999
1998,"GREENSBORO, NC","PHILADELPHIA, PA",656,365,212,178,.89779997
1999,"GREENSBORO, NC","PHILADELPHIA, PA",656,365,264,184,.958
2000,"GREENSBORO, NC","PHILADELPHIA, PA",656,365,254,173,.94440001
1997,"HARLINGEN, TX","HOUSTON, TX",657,276,562,64,.90029997
1998,"HARLINGEN, TX","HOUSTON, TX",657,276,553,67,.93199998
1999,"HARLINGEN, TX","HOUSTON, TX",657,276,612,64,.91260004
2000,"HARLINGEN, TX","HOUSTON, TX",657,276,528,74,.90289998
1997,"HARLINGEN, TX","SAN ANTONIO, TX",658,233,234,69,.98699999
1998,"HARLINGEN, TX","SAN ANTONIO, TX",658,233,224,73,.99370003
1999,"HARLINGEN, TX","SAN ANTONIO, TX",658,233,216,73,.98790002
2000,"HARLINGEN, TX","SAN ANTONIO, TX",658,233,198,78,.99230003
1997,"HARRISBURG, PA","ORLANDO, FL",659,852,249,109,.7536
1998,"HARRISBURG, PA","ORLANDO, FL",659,852,248,110,.70129997
1999,"HARRISBURG, PA","ORLANDO, FL",659,852,170,130,.66370004
2000,"HARRISBURG, PA","ORLANDO, FL",659,852,163,153,.76599997
1997,"HARTFORD, CT","HOUSTON, TX",660,1509,129,386,.384
1998,"HARTFORD, CT","HOUSTON, TX",660,1509,249,201,.4786
1999,"HARTFORD, CT","HOUSTON, TX",660,1509,258,209,.51749998
2000,"HARTFORD, CT","HOUSTON, TX",660,1509,253,253,.4413
1997,"HARTFORD, CT","LOS ANGELES, CA",661,2527,282,319,.2879
1998,"HARTFORD, CT","LOS ANGELES, CA",661,2527,327,304,.25420001
1999,"HARTFORD, CT","LOS ANGELES, CA",661,2527,460,240,.3822
2000,"HARTFORD, CT","LOS ANGELES, CA",661,2527,494,247,.36070001
1997,"HARTFORD, CT","MIAMI, FL",662,1194,232,152,.35679999
1998,"HARTFORD, CT","MIAMI, FL",662,1194,238,158,.3642
1999,"HARTFORD, CT","MIAMI, FL",662,1194,206,155,.4161
2000,"HARTFORD, CT","MIAMI, FL",662,1194,190,165,.37029999
1997,"HARTFORD, CT","MINNEAPOLIS, MN",663,1051,213,359,.75370002
1998,"HARTFORD, CT","MINNEAPOLIS, MN",663,1051,216,314,.76879996
1999,"HARTFORD, CT","MINNEAPOLIS, MN",663,1051,214,335,.71129996
2000,"HARTFORD, CT","MINNEAPOLIS, MN",663,1051,235,355,.76440001
1997,"HARTFORD, CT","ORLANDO, FL",664,1050,1163,112,.83230001
1998,"HARTFORD, CT","ORLANDO, FL",664,1050,1266,110,.65660006
1999,"HARTFORD, CT","ORLANDO, FL",664,1050,1441,107,.60470003
2000,"HARTFORD, CT","ORLANDO, FL",664,1050,1644,110,.49040002
1997,"HARTFORD, CT","PHILADELPHIA, PA",665,196,273,239,.9813
1998,"HARTFORD, CT","PHILADELPHIA, PA",665,196,278,237,.97930002
1999,"HARTFORD, CT","PHILADELPHIA, PA",665,196,261,234,.9817
2000,"HARTFORD, CT","PHILADELPHIA, PA",665,196,264,272,.99300003
1997,"HARTFORD, CT","PHOENIX, AZ",666,2214,181,287,.2922
1998,"HARTFORD, CT","PHOENIX, AZ",666,2214,197,274,.26569998
1999,"HARTFORD, CT","PHOENIX, AZ",666,2214,291,200,.18180001
2000,"HARTFORD, CT","PHOENIX, AZ",666,2214,384,196,.28999999
1997,"HARTFORD, CT","PITTSBURGH, PA",667,406,210,238,.94519997
1998,"HARTFORD, CT","PITTSBURGH, PA",667,406,210,229,.94190001
1999,"HARTFORD, CT","PITTSBURGH, PA",667,406,235,226,.94029999
2000,"HARTFORD, CT","PITTSBURGH, PA",667,406,257,246,.94190001
1997,"HARTFORD, CT","RALEIGH/DURHAM, NC",668,532,226,168,.74059999
1998,"HARTFORD, CT","RALEIGH/DURHAM, NC",668,532,235,163,.74529999
1999,"HARTFORD, CT","RALEIGH/DURHAM, NC",668,532,321,140,.53460002
2000,"HARTFORD, CT","RALEIGH/DURHAM, NC",668,532,375,133,.685
1997,"HARTFORD, CT","SAN FRANCISCO, CA",669,2627,242,376,.35299999
1998,"HARTFORD, CT","SAN FRANCISCO, CA",669,2627,292,335,.48529997
1999,"HARTFORD, CT","SAN FRANCISCO, CA",669,2627,261,379,.4788
2000,"HARTFORD, CT","SAN FRANCISCO, CA",669,2627,268,366,.4779
1997,"HARTFORD, CT","SEATTLE, WA",670,2437,134,321,.3125
1998,"HARTFORD, CT","SEATTLE, WA",670,2437,128,307,.36049998
1999,"HARTFORD, CT","SEATTLE, WA",670,2437,110,325,.33430001
2000,"HARTFORD, CT","SEATTLE, WA",670,2437,161,276,.27320001
1997,"HARTFORD, CT","ST. LOUIS, MO",671,958,175,267,.81209999
1998,"HARTFORD, CT","ST. LOUIS, MO",671,958,172,286,.84290004
1999,"HARTFORD, CT","ST. LOUIS, MO",671,958,205,267,.6049
2000,"HARTFORD, CT","ST. LOUIS, MO",671,958,230,245,.54369998
1997,"HARTFORD, CT","TAMPA, FL",672,1111,490,132,.61879998
1998,"HARTFORD, CT","TAMPA, FL",672,1111,617,112,.69569999
1999,"HARTFORD, CT","TAMPA, FL",672,1111,661,111,.65139997
2000,"HARTFORD, CT","TAMPA, FL",672,1111,552,130,.51300001
1997,"HARTFORD, CT","WASHINGTON, DC",673,314,596,138,.79210001
1998,"HARTFORD, CT","WASHINGTON, DC",673,314,624,136,.84519994
1999,"HARTFORD, CT","WASHINGTON, DC",673,314,889,112,.70469999
2000,"HARTFORD, CT","WASHINGTON, DC",673,314,512,166,.6476
1997,"HARTFORD, CT","WEST PALM BEACH, FL",674,1133,631,135,.70599997
1998,"HARTFORD, CT","WEST PALM BEACH, FL",674,1133,606,132,.69400001
1999,"HARTFORD, CT","WEST PALM BEACH, FL",674,1133,732,118,.57410002
2000,"HARTFORD, CT","WEST PALM BEACH, FL",674,1133,675,130,.60799998
1997,"HOUSTON, TX","INDIANAPOLIS, IN",675,846,334,151,.60089999
1998,"HOUSTON, TX","INDIANAPOLIS, IN",675,846,314,160,.602
1999,"HOUSTON, TX","INDIANAPOLIS, IN",675,846,363,152,.58310002
2000,"HOUSTON, TX","INDIANAPOLIS, IN",675,846,368,166,.63029999
1997,"HOUSTON, TX","JACKSON, MS",676,359,277,66,.68900001
1998,"HOUSTON, TX","JACKSON, MS",676,359,274,73,.75870001
1999,"HOUSTON, TX","JACKSON, MS",676,359,323,70,.755
2000,"HOUSTON, TX","JACKSON, MS",676,359,314,75,.80779999
1997,"HOUSTON, TX","JACKSONVILLE, FL",677,818,212,135,.6656
1998,"HOUSTON, TX","JACKSONVILLE, FL",677,818,190,154,.60860002
1999,"HOUSTON, TX","JACKSONVILLE, FL",677,818,222,155,.6329
2000,"HOUSTON, TX","JACKSONVILLE, FL",677,818,237,165,.59119999
1997,"HOUSTON, TX","KANSAS CITY, MO",678,644,570,135,.47849998
1998,"HOUSTON, TX","KANSAS CITY, MO",678,644,545,147,.46509999
1999,"HOUSTON, TX","KANSAS CITY, MO",678,644,589,146,.5072
2000,"HOUSTON, TX","KANSAS CITY, MO",678,644,569,157,.5061
1997,"HOUSTON, TX","LAS VEGAS, NV",679,1229,929,139,.4621
1998,"HOUSTON, TX","LAS VEGAS, NV",679,1229,899,155,.4761
1999,"HOUSTON, TX","LAS VEGAS, NV",679,1229,1087,151,.42060003
2000,"HOUSTON, TX","LAS VEGAS, NV",679,1229,1119,162,.46130002
1997,"HOUSTON, TX","LITTLE ROCK, AR",680,392,321,98,.66970003
1998,"HOUSTON, TX","LITTLE ROCK, AR",680,392,291,108,.6796
1999,"HOUSTON, TX","LITTLE ROCK, AR",680,392,325,106,.62169999
2000,"HOUSTON, TX","LITTLE ROCK, AR",680,392,312,113,.64539999
1997,"HOUSTON, TX","LOS ANGELES, CA",681,1379,1254,225,.61659998
1998,"HOUSTON, TX","LOS ANGELES, CA",681,1379,1265,219,.62019998
1999,"HOUSTON, TX","LOS ANGELES, CA",681,1379,1420,201,.514
2000,"HOUSTON, TX","LOS ANGELES, CA",681,1379,1498,225,.43430001
1997,"HOUSTON, TX","LOUISVILLE, KY",682,789,198,148,.5302
1998,"HOUSTON, TX","LOUISVILLE, KY",682,789,187,154,.56770003
1999,"HOUSTON, TX","LOUISVILLE, KY",682,789,202,153,.52819997
2000,"HOUSTON, TX","LOUISVILLE, KY",682,789,223,164,.6099
1997,"HOUSTON, TX","LUBBOCK, TX",683,472,400,86,.6243
1998,"HOUSTON, TX","LUBBOCK, TX",683,472,381,93,.6196
1999,"HOUSTON, TX","LUBBOCK, TX",683,472,389,98,.68110001
2000,"HOUSTON, TX","LUBBOCK, TX",683,472,379,100,.6024
1997,"HOUSTON, TX","MEMPHIS, TN",684,470,173,206,.43419999
1998,"HOUSTON, TX","MEMPHIS, TN",684,470,202,202,.44580001
1999,"HOUSTON, TX","MEMPHIS, TN",684,470,188,202,.47939998
2000,"HOUSTON, TX","MEMPHIS, TN",684,470,201,211,.45910001
1997,"HOUSTON, TX","MIAMI, FL",685,964,434,176,.53259999
1998,"HOUSTON, TX","MIAMI, FL",685,964,429,175,.5596
1999,"HOUSTON, TX","MIAMI, FL",685,964,458,189,.58289999
2000,"HOUSTON, TX","MIAMI, FL",685,964,461,192,.61919999
1997,"HOUSTON, TX","MIDLAND/ODESSA, TX",686,440,504,101,.69660002
1998,"HOUSTON, TX","MIDLAND/ODESSA, TX",686,440,498,108,.74470001
1999,"HOUSTON, TX","MIDLAND/ODESSA, TX",686,440,495,102,.73710001
2000,"HOUSTON, TX","MIDLAND/ODESSA, TX",686,440,471,110,.68550003
1997,"HOUSTON, TX","MINNEAPOLIS, MN",687,1035,309,313,.39750001
1998,"HOUSTON, TX","MINNEAPOLIS, MN",687,1035,313,301,.42540002
1999,"HOUSTON, TX","MINNEAPOLIS, MN",687,1035,408,285,.30270001
2000,"HOUSTON, TX","MINNEAPOLIS, MN",687,1035,426,300,.32179999
1997,"HOUSTON, TX","MISSION/MCALLEN, TX",688,316,278,77,.93889999
1998,"HOUSTON, TX","MISSION/MCALLEN, TX",688,316,242,86,.9874
1999,"HOUSTON, TX","MISSION/MCALLEN, TX",688,316,252,96,.98400003
2000,"HOUSTON, TX","MISSION/MCALLEN, TX",688,316,240,96,.98190004
1997,"HOUSTON, TX","NASHVILLE, TN",689,670,628,116,.63709998
1998,"HOUSTON, TX","NASHVILLE, TN",689,670,552,127,.67470002
1999,"HOUSTON, TX","NASHVILLE, TN",689,670,579,121,.62229997
2000,"HOUSTON, TX","NASHVILLE, TN",689,670,596,133,.63749999
1997,"HOUSTON, TX","NEW ORLEANS, LA",690,303,2181,84,.62299997
1998,"HOUSTON, TX","NEW ORLEANS, LA",690,303,2109,86,.66230005
1999,"HOUSTON, TX","NEW ORLEANS, LA",690,303,2207,87,.64589995
2000,"HOUSTON, TX","NEW ORLEANS, LA",690,303,2176,94,.65139997
1997,"HOUSTON, TX","NEW YORK, NY",691,1408,1911,388,.70190001
1998,"HOUSTON, TX","NEW YORK, NY",691,1408,2180,315,.65400004
1999,"HOUSTON, TX","NEW YORK, NY",691,1408,2389,316,.70459998
2000,"HOUSTON, TX","NEW YORK, NY",691,1408,2619,313,.72570002
1997,"HOUSTON, TX","OAKLAND, CA",692,1645,139,221,.38330001
1998,"HOUSTON, TX","OAKLAND, CA",692,1645,147,237,.35889998
1999,"HOUSTON, TX","OAKLAND, CA",692,1645,178,206,.41169998
2000,"HOUSTON, TX","OAKLAND, CA",692,1645,271,246,.34220001
1997,"HOUSTON, TX","OKLAHOMA CITY, OK",693,418,603,104,.5776
1998,"HOUSTON, TX","OKLAHOMA CITY, OK",693,418,534,109,.59780002
1999,"HOUSTON, TX","OKLAHOMA CITY, OK",693,418,613,108,.61119998
2000,"HOUSTON, TX","OKLAHOMA CITY, OK",693,418,588,114,.55119997
1997,"HOUSTON, TX","OMAHA, NE",694,782,170,172,.4032
1998,"HOUSTON, TX","OMAHA, NE",694,782,167,170,.2599
1999,"HOUSTON, TX","OMAHA, NE",694,782,190,156,.59419996
2000,"HOUSTON, TX","OMAHA, NE",694,782,198,180,.63630003
1997,"HOUSTON, TX","ONTARIO, CA",695,1336,219,201,.41319999
1998,"HOUSTON, TX","ONTARIO, CA",695,1336,219,204,.43110001
1999,"HOUSTON, TX","ONTARIO, CA",695,1336,292,177,.45340002
2000,"HOUSTON, TX","ONTARIO, CA",695,1336,261,194,.3946
1997,"HOUSTON, TX","ORLANDO, FL",696,853,695,147,.62169999
1998,"HOUSTON, TX","ORLANDO, FL",696,853,715,148,.62630004
1999,"HOUSTON, TX","ORLANDO, FL",696,853,788,163,.59740001
2000,"HOUSTON, TX","ORLANDO, FL",696,853,877,168,.5783
1997,"HOUSTON, TX","PHILADELPHIA, PA",697,1325,615,301,.542
1998,"HOUSTON, TX","PHILADELPHIA, PA",697,1325,658,255,.39680001
1999,"HOUSTON, TX","PHILADELPHIA, PA",697,1325,730,259,.47869998
2000,"HOUSTON, TX","PHILADELPHIA, PA",697,1325,742,286,.50139999
1997,"HOUSTON, TX","PHOENIX, AZ",698,1020,731,176,.36900002
1998,"HOUSTON, TX","PHOENIX, AZ",698,1020,671,187,.3856
1999,"HOUSTON, TX","PHOENIX, AZ",698,1020,776,173,.40270001
2000,"HOUSTON, TX","PHOENIX, AZ",698,1020,796,184,.39930001
1997,"HOUSTON, TX","PITTSBURGH, PA",699,1118,300,336,.59189999
1998,"HOUSTON, TX","PITTSBURGH, PA",699,1118,300,305,.51660001
1999,"HOUSTON, TX","PITTSBURGH, PA",699,1118,276,339,.45099998
2000,"HOUSTON, TX","PITTSBURGH, PA",699,1118,303,314,.44169998
1997,"HOUSTON, TX","PORTLAND, OR",700,1827,221,248,.43939999
1998,"HOUSTON, TX","PORTLAND, OR",700,1827,222,235,.46000001
1999,"HOUSTON, TX","PORTLAND, OR",700,1827,267,223,.48630002
2000,"HOUSTON, TX","PORTLAND, OR",700,1827,269,274,.50770003
1997,"HOUSTON, TX","PROVIDENCE, RI",701,1573,243,166,.43520001
1998,"HOUSTON, TX","PROVIDENCE, RI",701,1573,186,183,.4562
1999,"HOUSTON, TX","PROVIDENCE, RI",701,1573,269,168,.62089998
2000,"HOUSTON, TX","PROVIDENCE, RI",701,1573,233,210,.44509998
1997,"HOUSTON, TX","RALEIGH/DURHAM, NC",702,1044,232,190,.49599999
1998,"HOUSTON, TX","RALEIGH/DURHAM, NC",702,1044,254,172,.50959998
1999,"HOUSTON, TX","RALEIGH/DURHAM, NC",702,1044,319,178,.47150001
2000,"HOUSTON, TX","RALEIGH/DURHAM, NC",702,1044,347,200,.39470002
1997,"HOUSTON, TX","RENO, NV",703,1542,163,163,.36189997
1998,"HOUSTON, TX","RENO, NV",703,1542,146,172,.39330003
1999,"HOUSTON, TX","RENO, NV",703,1542,182,158,.32919997
2000,"HOUSTON, TX","RENO, NV",703,1542,176,177,.3459
1997,"HOUSTON, TX","SALT LAKE CITY, UT",704,1197,310,203,.3766
