Date,state,LaborForce,UnemploymentRate
2008-09-01,Hawaii,638797,4.9
2008-09-01,Idaho,759054,6
2008-09-01,Illinois,6621432,6.7
2008-09-01,Indiana,3244148,6.5
2008-09-01,Iowa,1683498,4.4
2008-09-01,Kansas,1505247,4.8
2008-09-01,Kentucky,2037443,6.9
2008-09-01,Louisiana,2101575,5.4
2008-09-01,Maine,700983,5.8
2008-09-01,Maryland,3013634,4.7
2008-09-01,Massachusetts,3466081,6
2008-09-01,Michigan,4909036,8.4
2008-09-01,Minnesota,2934806,5.8
2008-09-01,Mississippi,1300163,7
2008-09-01,Missouri,3034841,6.6
2008-09-01,Montana,510063,5.5
2008-09-01,Nebraska,991334,3.5
2008-09-01,Nevada,1368888,7.4
2008-09-01,New Hampshire,743657,3.9
2008-09-01,New Mexico,947697,4.7
2008-09-01,New York,9704706,5.7
2008-09-01,New jersey,4516599,5.7
2008-09-01,North Carolina,4557791,6.3
2008-09-01,North Dakota,371582,3.3
2008-09-01,Ohio,5967863,6.9
2008-09-01,Oklahoma,1757430,3.9
2008-09-01,Oregon,1966533,7.3
2008-09-01,Pennsylvania,6478764,5.6
2008-09-01,Rhode island,569838,8.5
2008-09-01,South Carolina,2151287,7.5
2008-09-01,South Dakota,447704,3.4
2008-09-01,Tennessee,3058919,7.2
2008-09-01,Texas,11735105,5.1
2008-09-01,Utah,1370622,3.7
2008-09-01,Vermont,356283,4.8
2008-09-01,Virginia,4152142,4.2
2008-09-01,Washington,3494749,5.7
2008-09-01,West Virginia,811267,4.2
2008-09-01,Wisconsin,3097724,5.2
2008-09-01,Wyoming,294970,3.2
2008-10-01,Alabama,2174964,6.7
2008-10-01,Alaska,356922,6.8
2008-10-01,Arizona,3130478,7.3
2008-10-01,Arkansas,1377361,6.1
2008-10-01,California,18278674,8.3
2008-10-01,Colorado,2725327,5.4
2008-10-01,Connecticut,1887938,6.3
2008-10-01,Delaware,446804,6
2008-10-01,Florida,9228005,7.4
2008-10-01,Georgia,4770489,7.3
2008-10-01,Hawaii,637383,5.2
2008-10-01,Idaho,757850,6.3
2008-10-01,Illinois,6610157,6.9
2008-10-01,Indiana,3242652,6.9
2008-10-01,Iowa,1685021,4.7
2008-10-01,Kansas,1507919,5
2008-10-01,Kentucky,2039396,7.3
2008-10-01,Louisiana,2104209,5.6
2008-10-01,Maine,700183,6.2
2008-10-01,Maryland,3018207,5
2008-10-01,Massachusetts,3469120,6.2
2008-10-01,Michigan,4898150,8.8
2008-10-01,Minnesota,2937794,6
2008-10-01,Mississippi,1295854,7.1
2008-10-01,Missouri,3037807,6.9
2008-10-01,Montana,509861,5.7
2008-10-01,Nebraska,992102,3.6
2008-10-01,Nevada,1368365,7.9
2008-10-01,New Hampshire,743939,4.2
2008-10-01,New Mexico,948298,5
2008-10-01,New York,9713684,6
2008-10-01,New jersey,4521482,6
2008-10-01,North Carolina,4549917,6.5
2008-10-01,North Dakota,371091,3.4
2008-10-01,Ohio,5960773,7.2
2008-10-01,Oklahoma,1760061,4.1
2008-10-01,Oregon,1971342,7.9
2008-10-01,Pennsylvania,6484511,5.9
2008-10-01,Rhode island,569799,8.9
2008-10-01,South Carolina,2154714,8
2008-10-01,South Dakota,448126,3.5
2008-10-01,Tennessee,3058871,7.5
2008-10-01,Texas,11751292,5.3
2008-10-01,Utah,1368703,3.9
2008-10-01,Vermont,357125,5.1
2008-10-01,Virginia,4153146,4.4
2008-10-01,Washington,3501098,6
2008-10-01,West Virginia,811462,4.4
2008-10-01,Wisconsin,3101342,5.5
2008-10-01,Wyoming,295534,3.3
2008-11-01,Alabama,2174068,7.4
2008-11-01,Alaska,357059,6.9
2008-11-01,Arizona,3132628,7.6
2008-11-01,Arkansas,1375782,6.4
2008-11-01,California,18290767,8.7
2008-11-01,Colorado,2726382,5.6
2008-11-01,Connecticut,1888455,6.4
2008-11-01,Delaware,446400,6.4
2008-11-01,Florida,9215819,7.8
2008-11-01,Georgia,4767265,7.7
2008-11-01,Hawaii,636024,5.6
2008-11-01,Idaho,756613,6.6
2008-11-01,Illinois,6604189,7.3
2008-11-01,Indiana,3240128,7.5
2008-11-01,Iowa,1686832,5
2008-11-01,Kansas,1510525,5.2
2008-11-01,Kentucky,2042162,7.8
2008-11-01,Louisiana,2102636,5.8
2008-11-01,Maine,699534,6.6
2008-11-01,Maryland,3022477,5.4
2008-11-01,Massachusetts,3470534,6.5
2008-11-01,Michigan,4885217,9.3
2008-11-01,Minnesota,2940901,6.3
2008-11-01,Mississippi,1291758,7.3
2008-11-01,Missouri,3041096,7.3
2008-11-01,Montana,509133,6
2008-11-01,Nebraska,992662,3.8
2008-11-01,Nevada,1366894,8.5
2008-11-01,New Hampshire,744273,4.4
2008-11-01,New Mexico,948220,5.4
2008-11-01,New York,9716531,6.3
2008-11-01,New jersey,4526135,6.4
2008-11-01,North Carolina,4616976,8.3
2008-11-01,North Dakota,370602,3.5
2008-11-01,Ohio,5955123,7.6
2008-11-01,Oklahoma,1761565,4.4
2008-11-01,Oregon,1976033,8.6
2008-11-01,Pennsylvania,6486514,6.2
2008-11-01,Rhode island,569773,9.3
2008-11-01,South Carolina,2158003,8.6
2008-11-01,South Dakota,448490,3.8
2008-11-01,Tennessee,3059544,7.9
2008-11-01,Texas,11761609,5.6
2008-11-01,Utah,1365637,4.1
2008-11-01,Vermont,357991,5.4
2008-11-01,Virginia,4151870,4.7
2008-11-01,Washington,3506808,6.3
2008-11-01,West Virginia,811887,4.8
2008-11-01,Wisconsin,3104864,5.9
2008-11-01,Wyoming,296048,3.5
2008-12-01,Alabama,2173742,8.1
2008-12-01,Alaska,357354,7
2008-12-01,Arizona,3133132,8
2008-12-01,Arkansas,1373717,6.8
2008-12-01,California,18295790,9.2
2008-12-01,Colorado,2727035,5.9
2008-12-01,Connecticut,1888392,6.6
2008-12-01,Delaware,445841,6.8
2008-12-01,Florida,9198113,8.3
2008-12-01,Georgia,4773301,8.2
2008-12-01,Hawaii,634791,6
2008-12-01,Idaho,755248,6.9
2008-12-01,Illinois,6603955,7.8
2008-12-01,Indiana,3236984,8.2
2008-12-01,Iowa,1688816,5.3
2008-12-01,Kansas,1513104,5.5
2008-12-01,Kentucky,2045962,8.4
2008-12-01,Louisiana,2096924,5.9
2008-12-01,Maine,699094,7
2008-12-01,Maryland,3026042,5.7
2008-12-01,Massachusetts,3470510,6.8
2008-12-01,Michigan,4870344,9.8
2008-12-01,Minnesota,2943948,6.7
2008-12-01,Mississippi,1288234,7.6
2008-12-01,Missouri,3044195,7.7
2008-12-01,Montana,507892,6.3
2008-12-01,Nebraska,993023,3.9
2008-12-01,Nevada,1364419,9
2008-12-01,New Hampshire,744749,4.8
2008-12-01,New Mexico,947576,5.8
2008-12-01,New York,9712772,6.7
2008-12-01,New jersey,4531044,6.9
2008-12-01,North Carolina,4625824,9.1
2008-12-01,North Dakota,370134,3.7
2008-12-01,Ohio,5951557,8.1
2008-12-01,Oklahoma,1762281,4.7
2008-12-01,Oregon,1980678,9.5
2008-12-01,Pennsylvania,6483392,6.6
2008-12-01,Rhode island,569723,9.7
2008-12-01,South Carolina,2160891,9.2
2008-12-01,South Dakota,448751,4
2008-12-01,Tennessee,3061037,8.5
2008-12-01,Texas,11767135,5.8
2008-12-01,Utah,1377498,5.5
2008-12-01,Vermont,358836,5.7
2008-12-01,Virginia,4148515,5.1
2008-12-01,Washington,3511407,6.7
2008-12-01,West Virginia,812439,5.3
2008-12-01,Wisconsin,3107939,6.5
2008-12-01,Wyoming,296679,3.9
2009-01-01,Alabama,2173685,8.9
2009-01-01,Alaska,357777,7.1
2009-01-01,Arizona,3132436,8.4
2009-01-01,Arkansas,1371285,7.1
2009-01-01,California,18293381,9.7
2009-01-01,Colorado,2727691,6.1
2009-01-01,Connecticut,1887932,6.9
2009-01-01,Delaware,445150,7.2
2009-01-01,Florida,9177322,8.8
2009-01-01,Georgia,4780074,8.7
2009-01-01,Hawaii,633729,6.4
2009-01-01,Idaho,753767,7.2
2009-01-01,Illinois,6608305,8.3
2009-01-01,Indiana,3233684,8.9
2009-01-01,Iowa,1690828,5.7
2009-01-01,Kansas,1515543,5.8
2009-01-01,Kentucky,2050657,9
2009-01-01,Louisiana,2088301,6.1
2009-01-01,Maine,698856,7.4
2009-01-01,Maryland,3028765,6.1
2009-01-01,Massachusetts,3469508,7.1
2009-01-01,Michigan,4886407,10.9
2009-01-01,Minnesota,2946821,7
2009-01-01,Mississippi,1285294,8
2009-01-01,Missouri,3047000,8.1
2009-01-01,Montana,506319,6.5
2009-01-01,Nebraska,993134,4.1
2009-01-01,Nevada,1361212,9.5
2009-01-01,New Hampshire,745444,5.2
2009-01-01,New Mexico,946635,6.2
2009-01-01,New York,9703544,7.1
2009-01-01,New jersey,4536585,7.4
2009-01-01,North Carolina,4616885,9.6
2009-01-01,North Dakota,369699,3.9
2009-01-01,Ohio,5949445,8.7
2009-01-01,Oklahoma,1762788,5.1
2009-01-01,Oregon,1984958,10.3
2009-01-01,Pennsylvania,6475095,7
2009-01-01,Rhode island,569602,10.1
2009-01-01,South Carolina,2162951,9.8
2009-01-01,South Dakota,448873,4.3
2009-01-01,Tennessee,3062991,9.1
2009-01-01,Texas,11769634,6.1
2009-01-01,Utah,1380586,6.2
2009-01-01,Vermont,359635,6.1
2009-01-01,Virginia,4143762,5.5
2009-01-01,Washington,3514341,7.1
2009-01-01,West Virginia,813085,5.8
2009-01-01,Wisconsin,3110398,7
2009-01-01,Wyoming,297510,4.4
2009-02-01,Alabama,2173720,9.6
2009-02-01,Alaska,358286,7.3
2009-02-01,Arizona,3131559,8.8
2009-02-01,Arkansas,1368869,7.4
2009-02-01,California,18286012,10.1
2009-02-01,Colorado,2728695,6.4
2009-02-01,Connecticut,1887508,7.1
2009-02-01,Delaware,444328,7.6
2009-02-01,Florida,9156984,9.3
2009-02-01,Georgia,4785841,9.1
2009-02-01,Hawaii,632864,6.7
2009-02-01,Idaho,752108,7.4
2009-02-01,Illinois,6616877,8.9
2009-02-01,Indiana,3230361,9.5
2009-02-01,Iowa,1692539,6
2009-02-01,Kansas,1517994,6.1
2009-02-01,Kentucky,2055859,9.6
2009-02-01,Louisiana,2079054,6.2
2009-02-01,Maine,698671,7.7
2009-02-01,Maryland,3030766,6.4
2009-02-01,Massachusetts,3468584,7.3
2009-02-01,Michigan,4901958,12
2009-02-01,Minnesota,2949309,7.4
2009-02-01,Mississippi,1282729,8.5
2009-02-01,Missouri,3049995,8.5
2009-02-01,Montana,504705,6.7
2009-02-01,Nebraska,993007,4.3
2009-02-01,Nevada,1357727,9.9
2009-02-01,New Hampshire,746208,5.7
2009-02-01,New Mexico,945690,6.7
2009-02-01,New York,9692579,7.5
2009-02-01,New jersey,4543195,7.9
2009-02-01,North Carolina,4603954,10
2009-02-01,North Dakota,369267,4.1
2009-02-01,Ohio,5947861,9.3
2009-02-01,Oklahoma,1763600,5.5
2009-02-01,Oregon,1988297,11
2009-02-01,Pennsylvania,6463243,7.4
2009-02-01,Rhode island,569393,10.5
2009-02-01,South Carolina,2164204,10.5
2009-02-01,South Dakota,448857,4.6
2009-02-01,Tennessee,3065139,9.8
2009-02-01,Texas,11771891,6.3
2009-02-01,Utah,1379404,6.7
2009-02-01,Vermont,360330,6.4
2009-02-01,Virginia,4138697,6
2009-02-01,Washington,3515362,7.5
2009-02-01,West Virginia,813967,6.4
2009-02-01,Wisconsin,3112254,7.6
2009-02-01,Wyoming,298486,5
2009-03-01,Alabama,2173702,10.2
2009-03-01,Alaska,358814,7.4
2009-03-01,Arizona,3131780,9.1
2009-03-01,Arkansas,1366740,7.6
2009-03-01,California,18276718,10.5
2009-03-01,Colorado,2730335,6.7
2009-03-01,Connecticut,1887631,7.3
2009-03-01,Delaware,443326,7.9
2009-03-01,Florida,9140524,9.8
2009-03-01,Georgia,4790542,9.5
2009-03-01,Hawaii,632205,7
2009-03-01,Idaho,750126,7.6
2009-03-01,Illinois,6628347,9.4
2009-03-01,Indiana,3226201,10
2009-03-01,Iowa,1693675,6.3
2009-03-01,Kansas,1520462,6.4
2009-03-01,Kentucky,2061013,10
2009-03-01,Louisiana,2071502,6.4
2009-03-01,Maine,698393,8
2009-03-01,Maryland,3032199,6.7
2009-03-01,Massachusetts,3468927,7.5
2009-03-01,Michigan,4917605,12.9
2009-03-01,Minnesota,2951059,7.7
2009-03-01,Mississippi,1280210,8.9
2009-03-01,Missouri,3053342,8.9
2009-03-01,Montana,503244,6.8
2009-03-01,Nebraska,992757,4.5
2009-03-01,Nevada,1354398,10.4
2009-03-01,New Hampshire,746705,6
2009-03-01,New Mexico,944960,7.1
2009-03-01,New York,9684568,7.8
2009-03-01,New jersey,4550569,8.3
2009-03-01,North Carolina,4592393,10.3
2009-03-01,North Dakota,368802,4.2
2009-03-01,Ohio,5944948,9.8
2009-03-01,Oklahoma,1765118,5.9
2009-03-01,Oregon,1990031,11.5
2009-03-01,Pennsylvania,6450076,7.7
2009-03-01,Rhode island,569062,10.8
2009-03-01,South Carolina,2164461,10.9
2009-03-01,South Dakota,448669,4.8
2009-03-01,Tennessee,3067181,10.3
2009-03-01,Texas,11776375,6.5
2009-03-01,Utah,1376406,7
2009-03-01,Vermont,360853,6.7
2009-03-01,Virginia,4134643,6.3
2009-03-01,Washington,3514527,7.8
2009-03-01,West Virginia,815171,7
2009-03-01,Wisconsin,3113712,8.1
2009-03-01,Wyoming,299452,5.6
2009-04-01,Alabama,2173271,10.7
2009-04-01,Alaska,359285,7.6
2009-04-01,Arizona,3133389,9.4
2009-04-01,Arkansas,1364748,7.8
2009-04-01,California,18265805,10.8
2009-04-01,Colorado,2732255,7
2009-04-01,Connecticut,1888492,7.5
2009-04-01,Delaware,442082,8.1
2009-04-01,Florida,9128564,10.1
2009-04-01,Georgia,4794116,9.7
2009-04-01,Hawaii,631768,7.2
2009-04-01,Idaho,747798,7.6
2009-04-01,Illinois,6639249,9.8
2009-04-01,Indiana,3220409,10.3
2009-04-01,Iowa,1693890,6.5
2009-04-01,Kansas,1522676,6.7
2009-04-01,Kentucky,2065253,10.4
2009-04-01,Louisiana,2066691,6.6
2009-04-01,Maine,697986,8.2
2009-04-01,Maryland,3033061,6.8
2009-04-01,Massachusetts,3470884,7.7
2009-04-01,Michigan,4932643,13.6
2009-04-01,Minnesota,2951603,7.9
2009-04-01,Mississippi,1277360,9.1
2009-04-01,Missouri,3056796,9.1
2009-04-01,Montana,502025,6.9
2009-04-01,Nebraska,992535,4.6
2009-04-01,Nevada,1351554,10.7
2009-04-01,New Hampshire,746709,6.3
2009-04-01,New Mexico,944421,7.5
2009-04-01,New York,9680939,8.1
2009-04-01,New jersey,4557454,8.7
2009-04-01,North Carolina,4583588,10.5
2009-04-01,North Dakota,368329,4.3
2009-04-01,Ohio,5939158,10.2
2009-04-01,Oklahoma,1767274,6.2
2009-04-01,Oregon,1989740,11.8
2009-04-01,Pennsylvania,6436820,7.9
2009-04-01,Rhode island,568583,11
2009-04-01,South Carolina,2163283,11.3
2009-04-01,South Dakota,448261,5
2009-04-01,Tennessee,3068207,10.6
2009-04-01,Texas,11782809,6.6
2009-04-01,Utah,1372900,7.2
2009-04-01,Vermont,361117,6.9
2009-04-01,Virginia,4131894,6.5
2009-04-01,Washington,3525973,8.4
2009-04-01,West Virginia,816452,7.5
2009-04-01,Wisconsin,3114433,8.4
2009-04-01,Wyoming,300242,6.1
2009-05-01,Alabama,2171932,11
2009-05-01,Alaska,359655,7.7
2009-05-01,Arizona,3135363,9.7
2009-05-01,Arkansas,1362623,7.9
2009-05-01,California,18251000,11
2009-05-01,Colorado,2733120,7.2
2009-05-01,Connecticut,1889805,7.7
2009-05-01,Delaware,440544,8.3
2009-05-01,Florida,9117789,10.4
2009-05-01,Georgia,4795798,9.9
2009-05-01,Hawaii,631561,7.3
2009-05-01,Idaho,759949,9.2
2009-05-01,Illinois,6645470,10.2
2009-05-01,Indiana,3212459,10.5
2009-05-01,Iowa,1693027,6.6
2009-05-01,Kansas,1524186,7
2009-05-01,Kentucky,2067837,10.6
2009-05-01,Louisiana,2064108,6.7
2009-05-01,Maine,697409,8.2
2009-05-01,Maryland,3033247,7
2009-05-01,Massachusetts,3473546,7.9
2009-05-01,Michigan,4945784,14.2
2009-05-01,Minnesota,2950545,8
2009-05-01,Mississippi,1273794,9.3
2009-05-01,Missouri,3059216,9.3
2009-05-01,Montana,501035,6.9
2009-05-01,Nebraska,992365,4.7
2009-05-01,Nevada,1349324,11
2009-05-01,New Hampshire,746210,6.5
2009-05-01,New Mexico,943745,7.7
2009-05-01,New York,9678652,8.3
2009-05-01,New jersey,4561990,9
2009-05-01,North Carolina,4576425,10.6
2009-05-01,North Dakota,367902,4.3
2009-05-01,Ohio,5929417,10.4
2009-05-01,Oklahoma,1769280,6.4
2009-05-01,Oregon,1987185,11.9
2009-05-01,Pennsylvania,6423372,8.1
2009-05-01,Rhode island,567970,11.2
2009-05-01,South Carolina,2160610,11.4
2009-05-01,South Dakota,447622,5.1
2009-05-01,Tennessee,3066690,10.8
2009-05-01,Texas,11909643,7.6
2009-05-01,Utah,1369447,7.3
2009-05-01,Vermont,361051,6.9
2009-05-01,Virginia,4128969,6.7
2009-05-01,Washington,3535906,8.8
2009-05-01,West Virginia,817303,7.9
2009-05-01,Wisconsin,3113388,8.7
2009-05-01,Wyoming,300710,6.5
2009-06-01,Alabama,2169509,11.3
2009-06-01,Alaska,359940,7.8
2009-06-01,Arizona,3136698,9.9
2009-06-01,Arkansas,1360365,7.9
2009-06-01,California,18232811,11.2
2009-06-01,Colorado,2732012,7.4
2009-06-01,Connecticut,1891243,7.9
2009-06-01,Delaware,438726,8.4
2009-06-01,Florida,9105647,10.5
2009-06-01,Georgia,4795700,10
2009-06-01,Hawaii,631468,7.3
2009-06-01,Idaho,761904,9.6
2009-06-01,Illinois,6644812,10.4
2009-06-01,Indiana,3202508,10.6
2009-06-01,Iowa,1691314,6.6
2009-06-01,Kansas,1524522,7.1
2009-06-01,Kentucky,2068623,10.7
2009-06-01,Louisiana,2062784,6.9
2009-06-01,Maine,696683,8.3
2009-06-01,Maryland,3032958,7
2009-06-01,Massachusetts,3475807,8.1
2009-06-01,Michigan,4957123,14.6
2009-06-01,Minnesota,2947998,8
2009-06-01,Mississippi,1269706,9.4
2009-06-01,Missouri,3059867,9.4
2009-06-01,Montana,500238,6.8
2009-06-01,Nebraska,992148,4.7
2009-06-01,Nevada,1347650,11.3
2009-06-01,New Hampshire,745324,6.5
2009-06-01,New Mexico,942686,7.8
2009-06-01,New York,9674374,8.4
2009-06-01,New jersey,4563335,9.2
2009-06-01,North Carolina,4569914,10.6
2009-06-01,North Dakota,367599,4.2
2009-06-01,Ohio,5916642,10.5
2009-06-01,Oklahoma,1770372,6.5
2009-06-01,Oregon,1982474,11.8
2009-06-01,Pennsylvania,6409633,8.2
2009-06-01,Rhode island,567308,11.2
2009-06-01,South Carolina,2156919,11.5
2009-06-01,South Dakota,446795,5.1
2009-06-01,Tennessee,3062328,10.9
2009-06-01,Texas,11970340,8
2009-06-01,Utah,1366277,7.4
2009-06-01,Vermont,360679,6.9
2009-06-01,Virginia,4124789,6.8
2009-06-01,Washington,3543902,9.2
2009-06-01,West Virginia,817399,8.1
2009-06-01,Wisconsin,3109970,8.8
2009-06-01,Wyoming,300799,6.7
2009-07-01,Alabama,2165955,11.5
2009-07-01,Alaska,360145,7.9
2009-07-01,Arizona,3136081,10.2
2009-07-01,Arkansas,1358090,7.9
2009-07-01,California,18210977,11.4
2009-07-01,Colorado,2728583,7.5
2009-07-01,Connecticut,1892510,8.1
2009-07-01,Delaware,436739,8.5
2009-07-01,Florida,9090250,10.7
2009-07-01,Georgia,4793870,10.2
2009-07-01,Hawaii,631328,7.3
2009-07-01,Idaho,761185,9.6
2009-07-01,Illinois,6636459,10.5
2009-07-01,Indiana,3190972,10.6
2009-07-01,Iowa,1688970,6.6
2009-07-01,Kansas,1523430,7.2
2009-07-01,Kentucky,2067526,10.7
2009-07-01,Louisiana,2061695,7
2009-07-01,Maine,695896,8.2
2009-07-01,Maryland,3032522,7.1
2009-07-01,Massachusetts,3476387,8.3
2009-07-01,Michigan,4934566,14.5
2009-07-01,Minnesota,2944238,8
2009-07-01,Mississippi,1265589,9.5
2009-07-01,Missouri,3058087,9.5
2009-07-01,Montana,499615,6.8
2009-07-01,Nebraska,991818,4.8
2009-07-01,Nevada,1346342,11.6
2009-07-01,New Hampshire,744270,6.5
2009-07-01,New Mexico,941147,7.9
2009-07-01,New York,9664397,8.5
2009-07-01,New jersey,4561427,9.4
2009-07-01,North Carolina,4563028,10.6
2009-07-01,North Dakota,367505,4.1
2009-07-01,Ohio,5902491,10.6
2009-07-01,Oklahoma,1769834,6.6
2009-07-01,Oregon,1976412,11.6
2009-07-01,Pennsylvania,6394832,8.2
2009-07-01,Rhode island,566671,11.2
2009-07-01,South Carolina,2152502,11.5
2009-07-01,South Dakota,445876,5
2009-07-01,Tennessee,3055354,10.8
2009-07-01,Texas,11994007,8.2
2009-07-01,Utah,1363368,7.5
2009-07-01,Vermont,360119,6.8
2009-07-01,Virginia,4118816,6.8
2009-07-01,Washington,3549799,9.5
2009-07-01,West Virginia,816594,8.2
2009-07-01,Wisconsin,3104287,8.9
2009-07-01,Wyoming,300635,6.8
2009-08-01,Alabama,2161334,11.6
2009-08-01,Alaska,360268,8
2009-08-01,Arizona,3132849,10.4
2009-08-01,Arkansas,1355755,8
2009-08-01,California,18185991,11.5
2009-08-01,Colorado,2723178,7.6
2009-08-01,Connecticut,1893368,8.2
2009-08-01,Delaware,434741,8.5
2009-08-01,Florida,9071632,10.8
2009-08-01,Georgia,4790286,10.3
2009-08-01,Hawaii,631138,7.3
2009-08-01,Idaho,760106,9.5
2009-08-01,Illinois,6622400,10.7
2009-08-01,Indiana,3178722,10.5
2009-08-01,Iowa,1686168,6.6
2009-08-01,Kansas,1521012,7.3
2009-08-01,Kentucky,2064524,10.6
2009-08-01,Louisiana,2060251,7.1
2009-08-01,Maine,695121,8.2
2009-08-01,Maryland,3032228,7.2
2009-08-01,Massachusetts,3474827,8.5
2009-08-01,Michigan,4911235,14.4
2009-08-01,Minnesota,2939740,8
2009-08-01,Mississippi,1262002,9.7
2009-08-01,Missouri,3053579,9.6
2009-08-01,Montana,499182,6.8
2009-08-01,Nebraska,991328,4.8
2009-08-01,Nevada,1345279,11.8
2009-08-01,New Hampshire,743222,6.5
2009-08-01,New Mexico,939133,7.9
2009-08-01,New York,9646808,8.7
2009-08-01,New jersey,4556810,9.5
2009-08-01,North Carolina,4555878,10.7
2009-08-01,North Dakota,367650,4.1
2009-08-01,Ohio,5888291,10.6
2009-08-01,Oklahoma,1767531,6.7
2009-08-01,Oregon,1970264,11.3
2009-08-01,Pennsylvania,6378688,8.3
2009-08-01,Rhode island,566146,11.2
2009-08-01,South Carolina,2147732,11.5
2009-08-01,South Dakota,444943,5
2009-08-01,Tennessee,3046966,10.8
2009-08-01,Texas,11997127,8.3
2009-08-01,Utah,1360769,7.6
2009-08-01,Vermont,359511,6.6
2009-08-01,Virginia,4111312,6.9
2009-08-01,Washington,3554038,9.9
2009-08-01,West Virginia,815002,8.2
2009-08-01,Wisconsin,3097155,8.9
2009-08-01,Wyoming,300431,6.8
2009-09-01,Alabama,2156021,11.7
2009-09-01,Alaska,360326,8
2009-09-01,Arizona,3128000,10.6
2009-09-01,Arkansas,1353243,8
2009-09-01,California,18162947,11.7
2009-09-01,Colorado,2717092,7.7
2009-09-01,Connecticut,1893831,8.4
2009-09-01,Delaware,432906,8.6
2009-09-01,Florida,9053826,10.9
2009-09-01,Georgia,4786060,10.4
2009-09-01,Hawaii,630972,7.3
2009-09-01,Idaho,759277,9.4
2009-09-01,Illinois,6607886,10.8
2009-09-01,Indiana,3167706,10.5
2009-09-01,Iowa,1683162,6.5
2009-09-01,Kansas,1517665,7.2
2009-09-01,Kentucky,2060561,10.6
2009-09-01,Louisiana,2058526,7.1
2009-09-01,Maine,694464,8.2
2009-09-01,Maryland,3032186,7.3
2009-09-01,Massachusetts,3472149,8.6
2009-09-01,Michigan,4889252,14.2
2009-09-01,Minnesota,2935146,7.9
2009-09-01,Mississippi,1259563,9.9
2009-09-01,Missouri,3047344,9.6
2009-09-01,Montana,498953,6.8
2009-09-01,Nebraska,990799,4.8
2009-09-01,Nevada,1344598,12
2009-09-01,New Hampshire,742290,6.4
2009-09-01,New Mexico,936856,7.8
2009-09-01,New York,9624047,8.8
2009-09-01,New jersey,4551022,9.7
2009-09-01,North Carolina,4550437,10.8
2009-09-01,North Dakota,367995,4
2009-09-01,Ohio,5875771,10.7
2009-09-01,Oklahoma,1764484,6.8
2009-09-01,Oregon,1965187,11.1
2009-09-01,Pennsylvania,6362827,8.3
2009-09-01,Rhode island,565792,11.2
2009-09-01,South Carolina,2143491,11.5
2009-09-01,South Dakota,444039,5
2009-09-01,Tennessee,3039497,10.7
2009-09-01,Texas,11992696,8.3
2009-09-01,Utah,1358521,7.6
2009-09-01,Vermont,358984,6.5
2009-09-01,Virginia,4103792,7
2009-09-01,Washington,3557323,10.2
2009-09-01,West Virginia,813118,8.2
2009-09-01,Wisconsin,3089883,9
2009-09-01,Wyoming,300376,6.9
2009-10-01,Alabama,2150606,11.8
2009-10-01,Alaska,360349,8
2009-10-01,Arizona,3122493,10.8
2009-10-01,Arkansas,1350513,8
2009-10-01,California,18147271,11.8
2009-10-01,Colorado,2711943,7.8
2009-10-01,Connecticut,1893878,8.5
2009-10-01,Delaware,431389,8.6
2009-10-01,Florida,9041413,11
2009-10-01,Georgia,4782352,10.4
2009-10-01,Hawaii,630928,7.3
2009-10-01,Idaho,758838,9.3
2009-10-01,Illinois,6597946,11
2009-10-01,Indiana,3159513,10.6
2009-10-01,Iowa,1680381,6.5
2009-10-01,Kansas,1513969,7.2
2009-10-01,Kentucky,2056626,10.6
2009-10-01,Louisiana,2056861,7.2
2009-10-01,Maine,694026,8.2
2009-10-01,Maryland,3032767,7.4
2009-10-01,Massachusetts,3469626,8.7
2009-10-01,Michigan,4870727,14.1
2009-10-01,Minnesota,2931271,7.8
2009-10-01,Mississippi,1258512,10.2
2009-10-01,Missouri,3040995,9.7
2009-10-01,Montana,498953,6.9
2009-10-01,Nebraska,990411,4.8
2009-10-01,Nevada,1344505,12.2
2009-10-01,New Hampshire,741600,6.4
2009-10-01,New Mexico,934676,7.8
2009-10-01,New York,9599817,8.8
2009-10-01,New jersey,4545581,9.7
2009-10-01,North Carolina,4548549,10.9
2009-10-01,North Dakota,368563,4
2009-10-01,Ohio,5866509,10.8
2009-10-01,Oklahoma,1761652,6.9
2009-10-01,Oregon,1962001,11
2009-10-01,Pennsylvania,6349243,8.4
2009-10-01,Rhode island,565599,11.1
2009-10-01,South Carolina,2140585,11.6
2009-10-01,South Dakota,443231,5
2009-10-01,Tennessee,3034882,10.6
2009-10-01,Texas,11990132,8.3
2009-10-01,Utah,1356580,7.7
2009-10-01,Vermont,358617,6.4
2009-10-01,Virginia,4097753,7.1
2009-10-01,Washington,3546724,10.3
2009-10-01,West Virginia,811550,8.3
2009-10-01,Wisconsin,3083897,9.1
2009-10-01,Wyoming,300557,7
2009-11-01,Alabama,2146482,11.8
2009-11-01,Alaska,360386,8
2009-11-01,Arizona,3117876,10.9
2009-11-01,Arkansas,1347827,8.1
2009-11-01,California,18148264,11.9
2009-11-01,Colorado,2709549,8
2009-11-01,Connecticut,1893983,8.7
2009-11-01,Delaware,430324,8.7
2009-11-01,Florida,9041529,11.2
2009-11-01,Georgia,4781457,10.5
2009-11-01,Hawaii,631194,7.2
2009-11-01,Idaho,758909,9.2
2009-11-01,Illinois,6598227,11.1
2009-11-01,Indiana,3156429,10.7
2009-11-01,Iowa,1678347,6.4
